=====================================================================
FEDEX FREIGHT ADDITIONAL PICKUP AND DELIVERY CHARGE TIERS BY ZIP CODE
=====================================================================

CONTIGUOUS U.S.
An additional pickup and delivery charge will apply to shipments to/from select contiguous 
U.S. ZIP codes. For a list of the ZIP codes where this charge applies, see below. 
The additional charge applies to shipments rated using FedEx Freight zone-based pricing.

Effective Jan. 7, 2019

FedEx reserves the right in its sole discretion to change, without notice and as frequently 
as it determines, the list of postal codes where a pickup or delivery charge may apply.

========================================
ZIP CODE  ORIGIN TIER	DESTINATION TIER
67341			A			A
67342			A			B
67345			A			B
67346			B			C
67349			B			C
67352			A			A
67353			A			B
67354-67357		A			A
67360			A			A
67361			A			B
67364			A			A
67410			A			A
67418			B			C
67420			A			A
67423			A			A
67427			B			C
67428			A			B
67430			A			B
67431			A			A
67432			A			B
67436			A			A
67437			B			B
67438-67439		A			B
67441			A			A
67443			A			A
67444			A			B
67446			A			B
67447			B			C
67449			B			B
67450			B			C
67451			A			B
67452			B			D
67454-67455		A			B
67457-67458		A			B
67459			B			B
67460			A			A
67464			A			A
67466			A			A
67468			A			A
67473-67474		B			C
67475			A			B
67476			A			A
67478			A			A
67481			B			C
67482			A			A
67483			A			B
67484			A			A
67485			B			C
67487			B			C
67490			A			B
67491			A			A
67492			B			B
67511			A			B
67512			A			A
67513			A			B
67515			B			D
67516			B			C
67518			B			D
67519			B			B
67520			A			A
67521			B			C
67523			B			C
67524			A			B
67525-67526		B			B
67529-67530		B			B
67544			B			B
67545			B			D
67547			A			B
67548			A			A
67550			B			C
67552			B			B
67554			A			A
67556			A			B
67557			B			D
67559			A			B
67560			B			C
67563			A			A
67564-67565		A			B
67567			B			B
67568			A			A
67570			A			A
67572			B			D
67573-67574		B			C
67575			A			A
67576			B			C
67578			A			B
67579			A			A
67581			A			B
67583			A			B
67584			B			D
67621			B			D
67622-67623		B			C
67625			B			C
67626			A			B
67628			B			D
67629			B			B
67631			B			B
67632			A			B
67634-67635		A			B
67638			B			D
67639			B			C
67642-67643		B			C
67644			B			D
67645			B			C
67646			B			D
67647			C			E
67648			B			D
67649-67650		B			C
67651			A			B
67653			B			B
67654			B			C
67656			A			A
67657			A			B
67658-67659		B			C
67661			B			D
67663			A			A
67664			B			D
67665			A			A
67669			A			B
67672			A			B
67673			B			C
67675			B			C
67730			A			A
67731			B			C
67732-67733		A			A
67735			A			B
67736			B			C
67737			A			C
67738-67740		A			B
67741			B			C
67744			A			B
67745			B			C
67747-67749		A			A
67751-67752		B			C
67756			B			D
67757			A			B
67758			B			D
67761			B			C
67762			B			D
67764			A			B
67831			B			C
67834			A			A
67836			C			E
67837			A			B
67838			B			C
67839			B			D
67840			B			C
67844			A			B
67846			B			B
67849			A			B
67850			B			D
67851			B			C
67853-67854		A			A
67855			C			D
67857			C			E
67860			B			D
67861			C			D
67862			C			E
67863			C			D
67864			A			B
67865			A			A
67867			A			A
67868			A			B
67869			A			A
67870			A			B
67871			B			C
67877			A			B
67878-67879		C			E
67880			B			C
67950			B			D
67951-67952		A			A
67953			B			D
67954			B			C
68001-68002		A			A
68004			A			A
68014			A			A
68015			A			B
68016			A			A
68018			A			A
68019-68020		A			B
68025-68026		A			A
68029			A			A
68031			A			B
68033			A			A
68038			A			B
68039-68042		A			A
68044			A			A
68045			A			B
68047			A			A
68050			A			A
68055			A			A
68057			B			C
68058			A			A
68061			A			B
68062			A			A
68063			B			C
68066			A			A
68070			A			A
68072			A			B
68073			A			A
68301			A			A
68303			B			C
68305			B			C
68307			A			A
68309			B			C
68310			A			A
68313-68314		A			A
68315			B			C
68316			A			B
68318			B			B
68319			A			A
68320			B			C
68321			B			D
68322			B			C
68323			B			D
68324			A			A
68325			A			B
68326			B			C
68327-68328		A			A
68329-68330		A			B
68332			B			C
68333			A			A
68335			B			C
68337			B			D
68338			B			C
68340			B			C
68341			A			B
68342			B			B
68343-68344		A			A
68345			B			D
68346			A			B
68348			B			C
68350-68351		B			C
68352			B			B
68354			A			B
68355			B			C
68357			B			B
68358			A			A
68359			A			B
68361			A			B
68362			B			C
68364-68365		A			A
68367			A			A
68370-68371		A			B
68375			A			B
68376			B			D
68377-68379		B			B
68380-68381		B			C
68382			A			B
68401			B			B
68403			A			A
68406			B			C
68407			A			A
68409			A			A
68410			B			B
68413			A			B
68414			B			D
68415			B			C
68416			B			D
68417			A			A
68420-68421		B			D
68422			A			A
68424			B			B
68429			A			B
68431			A			B
68433			B			C
68434			A			A
68436			A			B
68437			B			D
68439			A			A
68440			B			C
68441-68442		B			D
68443			A			B
68444			B			C
68445			B			B
68446			A			A
68447			B			D
68448			B			C
68450			B			C
68452			A			B
68453			B			C
68454-68456		A			A
68457			B			D
68458			B			C
68460			A			B
68463			A			A
68464			B			B
68465			A			A
68466			B			C
68467			A			B
68620-68621		A			B
68622			B			D
68623			B			C
68626			A			B
68627			B			C
68628			A			A
68629			A			B
68631-68632		A			A
68633			A			B
68635			A			B
68636			B			C
68637			B			D
68638			A			B
68640			A			A
68641			A			B
68642-68644		A			A
68648-68649		A			B
68651			A			A
68652			B			C
68654			A			B
68655			B			C
68658-68660		A			A
68664			B			C
68665			B			D
68666			A			B
68667			A			A
68669			A			B
68710			A			B
68711			C			E
68713			C			E
68714			B			D
68716			A			A
68717			A			B
68718			B			C
68719			C			E
68720			A			B
68722			C			E
68723			A			A
68724			B			C
68725			B			D
68726-68728		A			B
68729			B			C
68730			B			B
68732			A			B
68733			A			A
68734			C			E
68735			B			C
68736			B			B
68739			B			B
68742			B			D
68745			A			B
68746			C			E
68747			A			A
68749			A			B
68751			B			C
68753			C			E
68755			C			E
68756			A			A
68757-68758		A			B
68759-68760		B			D
68761			A			A
68763			B			D
68764			B			C
68765			A			A
68766			B			D
68768-68771		A			A
68773-68774		B			B
68777			C			E
68778			B			D
68780			C			E
68781			A			A
68783			B			D
68784			A			B
68785			A			A
68786			A			B
68787			A			A
68788			A			B
68789			B			C
68791			A			A
68792			B			C
68812			B			C
68813-68815		B			D
68816-68817		A			B
68818			A			A
68820			A			A
68821			C			E
68822			B			D
68823			C			D
68825			B			C
68826			A			A
68828			C			E
68831			A			A
68833			C			E
68834			C			D
68835			A			B
68836			B			C
68837			B			D
68838			A			B
68840-68841		A			A
68842			B			C
68843			A			A
68844			A			C
68845			B			B
68846			A			A
68847			A			B
68848-68850		B			B
68852-68853		B			C
68854			A			A
68855			B			C
68856			B			D
68858			C			E
68859			B			C
68860			C			D
68861			B			C
68862-68863		B			D
68864			A			B
68866			B			C
68869			A			B
68870			B			B
68871			A			B
68873			A			A
68874			C			E
68875			B			C
68876			A			A
68878			C			D
68879			C			E
68881			B			D
68882			A			B
68920			B			D
68922			A			B
68923			B			C
68924			A			B
68926			B			C
68927			B			D
68928			A			B
68929			B			D
68932			A			B
68933-68934		A			A
68935			A			B
68936			B			C
68937			B			D
68938			A			A
68939			B			D
68940			B			B
68941			A			A
68942			A			B
68943			B			C
68945			A			A
68946-68947		B			C
68948			A			B
68949			B			B
68950			A			A
68952			B			C
68957			A			A
68958			B			C
68959			A			B
68960			B			D
68961			A			C
68964			B			C
68966			B			D
68967			B			C
68969			B			C
68970			A			B
68971			B			D
68972			B			C
68974			B			C
68975			A			A
68976-68977		B			D
68978			B			C
68979			A			A
68981			B			C
68982			B			B
69021			B			C
69022			A			A
69023			B			D
69025			A			B
69026			A			A
69027-69028		B			C
69029			B			B
69030			B			D
69032			A			B
69033			B			D
69036-69038		A			B
69039			B			C
69040			A			B
69041			B			D
69042			B			C
69043			A			B
69044			A			A
69045-69046		A			B
69120			A			B
69121			C			E
69122			B			D
69123			A			A
69125			B			C
69127			B			C
69128			B			B
69129			B			D
69130-69131		B			B
69132			A			B
69133			B			B
69134			B			C
69135			C			E
69138			A			A
69140			B			D
69141			B			B
69142			B			D
69144-69145		B			C
69146			B			D
69147			C			E
69148			B			D
69149			B			B
69150			B			D
69152			B			D
69153			B			C
69154			B			D
69155			A			B
69156			B			B
69157			C			E
69160			A			B
69161			B			E
69162-69163		A			B
69165			A			A
69166			B			D
69167			A			B
69168			B			D
69169			A			C
69170			A			A
69171			A			B
69190			B			D
69210			A			C
69211			A			B
69214			A			B
69216			A			A
69217			B			C
69218			B			D
69219			A			A
69221			A			A
69331			A			A
69333			B			C
69334-69336		A			B
69337			B			C
69339			B			C
69340			A			A
69341			B			B
69343			B			C
69345			B			D
69346			C			E
69347			A			B
69348			A			A
69350			B			C
69351			A			A
69352			B			D
69353			B			C
69354			A			B
69355			B			C
69356			A			B
69357-69358		B			C
69360			B			C
69361			B			B
69363			B			B
69365			B			C
69366-69367		B			D
70038			B			C
70041			B			C
70050			B			C
70051			A			A
70081			B			D
70082-70083		A			B
70084			A			A
70091			B			D
70112-70113		C			C
70116			C			C
70130			C			C
70140			C			C
70146			C			C
70339			A			A
70341-70342		A			A
70344-70346		A			A
70353			A			A
70354			A			B
70355			A			A
70357			A			B
70358			B			C
70373			A			A
70377			A			A
70380-70381		A			A
70392			A			A
70397			A			A
70420			A			A
70426			A			B
70427			B			B
70429			B			B
70431			A			A
70436			A			A
70438			A			B
70441			A			A
70445			A			A
70448			A			A
70450			A			B
70452-70453		A			A
70458-70461		A			A
70463-70464		A			B
70465			A			A
70467			A			B
70469-70471		A			A
70514			A			A
70515			A			B
70522			A			B
70523-70524		A			A
70531			A			A
70532			A			B
70534-70535		A			A
70537			A			A
70538			A			B
70540			A			B
70542			A			B
70543-70544		A			A
70546			A			A
70549			A			B
70551			A			A
70554			A			B
70556			A			A
70559			A			A
70576-70577		A			A
70580			A			A
70585-70586		A			A
70631			B			B
70632			A			A
70634			A			A
70637-70638		A			B
70639			B			B
70643			A			B
70644			B			C
70645			A			A
70648			A			A
70651			A			B
70652			A			A
70653			A			C
70654			B			C
70655-70656		A			B
70658			A			A
70659			B			B
70660-70661		A			A
70662			B			C
70712			A			B
70715			A			B
70722-70723		A			A
70725			A			A
70732-70733		A			A
70743			A			A
70747			A			B
70748			A			A
70750			A			A
70753			B			B
70756			A			A
70759-70761		A			A
70782			A			B
70783-70784		A			A
70787			A			B
70789			A			A
71001			A			A
71002			B			C
71003			B			B
71008			B			C
71016			A			B
71018			A			A
71019			A			B
71021			A			B
71024			A			A
71028			A			A
71031			B			C
71032			A			A
71034			A			A
71038			B			B
71039-71040		A			A
71044			A			A
71045			A			B
71048			B			B
71049			A			B
71050			A			A
71052			A			A
71063			A			B
71065-71066		B			C
71068			A			B
71069			A			A
71070			B			D
71071			A			B
71072			B			B
71073			A			A
71075			B			B
71079			B			C
71080			A			A
71082			A			A
71218			A			A
71219			A			B
71220-71221		A			A
71222			B			C
71223			A			A
71226			A			A
71230			A			B
71232-71233		A			B
71235			A			B
71237			A			B
71241			A			A
71242			B			B
71243			A			B
71245			A			A
71247			B			B
71249			B			B
71250			A			B
71251			B			C
71253			A			A
71254			B			B
71256			B			C
71259-71261		A			A
71263			A			B
71264			A			A
71266			B			C
71268			A			B
71270			A			A
71272-71273		A			A
71275			A			A
71276-71277		B			C
71282			B			B
71284			B			B
71286			B			C
71295			A			B
71316			B			D
71320			A			B
71322			A			A
71324			A			B
71326			B			D
71327			A			B
71329			B			C
71333			A			B
71334			B			C
71336			B			B
71339			A			B
71340			B			C
71341-71343		A			A
71345			A			B
71350-71351		A			A
71353			B			C
71354			B			B
71355-71356		A			B
71357			B			C
71358			A			B
71362			B			C
71363			A			B
71366			C			E
71367			A			A
71368			B			D
71369			A			B
71371			A			A
71373			B			B
71375			B			C
71377			A			B
71378			B			C
71401			A			C
71403			B			C
71404			A			B
71406			B			C
71410			B			C
71411			B			B
71414			B			B
71415-71416		A			B
71417-71418		A			A
71419			B			B
71422			B			C
71425			B			C
71426			B			D
71427			A			A
71428			A			B
71429			B			D
71432-71434		A			A
71435			A			B
71439			B			C
71440-71441		A			B
71443			B			C
71446			B			B
71449			B			C
71450			B			D
71452			A			A
71454-71456		A			B
71457-71459		B			B
71460			B			C
71461-71462		B			B
71463			A			B
71465			A			B
71468			B			C
71469			B			B
71471			A			B
71472			A			A
71473-71475		A			B
71479-71480		A			B
71483			A			B
71486			B			C
71496-71497		B			B
71630			B			C
71631			A			A
71635			B			B
71638			A			B
71639-71640		A			A
71642			B			B
71643			A			A
71646			B			B
71647			A			A
71651			A			B
71652			A			A
71654			A			B
71655-71657		B			B
71658			A			A
71660			A			A
71661-71662		A			B
71663			A			A
71666			A			B
71667			A			A
71670			B			B
71671			A			B
71674			B			B
71675			A			A
71676			B			C
71677			B			B
71721			A			B
71722			A			A
71724			A			A
71725			A			B
71728			A			B
71730-71731		A			A
71740			B			B
71742-71745		A			A
71747			B			B
71748			A			A
71749			B			B
71750			A			A
71752-71754		A			A
71758-71759		A			A
71762-71763		A			A
71765			B			B
71766			A			A
71768			B			B
71770			A			A
71772			A			B
71801-71802		A			A
71820			A			A
71823			A			A
71825			B			C
71826-71828		A			B
71831			A			B
71832-71833		B			C
71834			A			A
71835-71836		A			B
71841-71842		B			C
71845			A			A
71846			A			B
71847			B			C
71851			A			B
71852			B			B
71855			A			B
71857			A			B
71858			A			A
71859-71860		A			B
71861			B			B
71862			A			B
71864-71865		A			A
71866			A			B
71920-71921		A			B
71922			B			C
71923			A			B
71932			B			B
71933			A			A
71935			A			B
71937			C			E
71940			B			C
71941-71942		A			A
71943			A			B
71944			B			D
71945			C			C
71950			A			B
71952			B			C
71953			B			B
71957			A			B
71958			B			B
71959			B			C
71960			A			B
71961			B			B
71962			B			C
71965			A			B
71966			B			B
71969			A			B
71970			B			B
71971			B			D
71972			C			E
71973			B			D
71998-71999		B			B
72001			A			A
72003			A			A
72005-72006		A			A
72010			A			A
72012			A			A
72013			B			C
72014			A			B
72016			A			A
72017			A			B
72021			B			B
72024-72025		A			A
72026-72027		A			B
72028			B			C
72029			B			B
72030			A			B
72031			B			C
72036			B			C
72038			B			B
72039			A			B
72040			B			B
72041-72042		A			B
72044			A			B
72045			A			A
72047			A			B
72048			B			C
72051			B			C
72052			A			A
72055			B			B
72058			A			B
72059			B			B
72060-72061		A			B
72064			A			A
72066-72068		A			B
72069			B			C
72070			A			A
72072			A			A
72074			B			C
72081-72082		A			A
72084-72085		A			A
72088			A			B
72101			B			B
72102			A			B
72107			A			A
72108			B			B
72111			A			B
72121-72122		A			A
72123			A			B
72125-72130		A			A
72131			A			B
72133			A			A
72134			A			B
72136			A			B
72137			A			A
72139			A			A
72140			B			C
72141			A			B
72143			A			A
72145			A			A
72149			A			A
72153			A			B
72156			A			A
72157			A			B
72160			A			A
72166			B			C
72167			A			A
72169-72170		A			A
72173			A			A
72178			A			B
72179			A			A
72181			A			A
72310			B			B
72311			B			C
72312			B			B
72313			A			A
72315-72316		A			A
72319			A			A
72320			A			B
72321-72322		A			A
72326			A			A
72328			C			E
72329-72330		A			B
72333			B			D
72335-72336		A			A
72338			A			A
72340			B			C
72341			A			B
72342			B			B
72347-72348		A			A
72350-72351		A			A
72352			B			C
72353			C			E
72354			A			A
72355			B			B
72358-72359		A			A
72360			A			B
72366			B			C
72367			C			E
72368			B			C
72369			B			D
72370			A			A
72372			A			B
72374			B			C
72379			C			E
72383			B			C
72387			A			A
72389			B			D
72390			B			B
72391			A			A
72392			B			B
72394			A			A
72395			A			B
72396			A			A
72410			A			A
72412			A			A
72413			A			B
72415			A			A
72419			A			A
72422			A			A
72424			A			B
72425			A			A
72426			A			B
72428-72431		A			A
72434-72436		A			A
72438			A			A
72440-72443		A			A
72444			A			B
72445			A			A
72447			A			A
72449			A			A
72453			A			B
72454-72458		A			A
72459			A			B
72460			B			C
72461			A			A
72462			A			B
